,sub_id,activity_id,act_level,hr_mean,hr_mean_normal,hr_std,hr_std_normal,hand_tmp_mean,hand_tmp_std,hand_acc_x_mean,hand_acc_x_std,hand_acc_y_mean,hand_acc_y_std,hand_acc_z_mean,hand_acc_z_std,hand_gyr_x_mean,hand_gyr_x_std,hand_gyr_y_mean,hand_gyr_y_std,hand_gyr_z_mean,hand_gyr_z_std,chest_tmp_mean,chest_tmp_std,chest_acc_x_mean,chest_acc_x_std,chest_acc_y_mean,chest_acc_y_std,chest_acc_z_mean,chest_acc_z_std,chest_gyr_x_mean,chest_gyr_x_std,chest_gyr_y_mean,chest_gyr_y_std,chest_gyr_z_mean,chest_gyr_z_std,ankle_tmp_mean,ankle_tmp_std,ankle_acc_x_mean,ankle_acc_x_std,ankle_acc_y_mean,ankle_acc_y_std,ankle_acc_z_mean,ankle_acc_z_std,ankle_gyr_x_mean,ankle_gyr_x_std,ankle_gyr_y_mean,ankle_gyr_y_std,ankle_gyr_z_mean,ankle_gyr_z_std,hand_acc_xy_cor,hand_acc_yz_cor,hand_acc_xz_cor,chest_acc_xy_cor,chest_acc_yz_cor,chest_acc_xz_cor,ankle_acc_xy_cor,ankle_acc_yz_cor,ankle_acc_xz_cor,hand_gyr_xy_cor,hand_gyr_yz_cor,hand_gyr_xz_cor,chest_gyr_xy_cor,chest_gyr_yz_cor,chest_gyr_xz_cor,ankle_gyr_xy_cor,ankle_gyr_yz_cor,ankle_gyr_xz_cor
3006,2,17,light,87.0,1.1756756756756686,0.0,7.105427357601002e-15,34.375,0.0,-1.1655242806640642,2.3837787529929777,3.381285172046873,2.582771336441637,8.492507226562498,1.224851649787528,0.09303005572265623,0.7193832388402537,-0.08005013196679693,0.4946872411607425,-0.17083760680273458,0.9800660942528098,37.75,0.0,-0.5740811571679689,0.9566432249637717,8.924554394531256,0.5757525903037088,-4.355410957031249,0.8521190416106491,0.05213009816953125,0.17267139787727595,-0.12786273618359373,0.5502842660250031,0.06940500185742189,0.2614743580679888,35.125,0.0,9.613680117187503,0.14100602920532115,-2.0348833228515626,0.4492761982464763,-0.6750577679687502,0.7224256467624143,0.0038783577226562246,0.26039544189253305,-0.03916297621970705,0.09916414469728249,0.003676830781249994,0.14191427592647116,0.614899656389833,-0.7498902972328081,-0.2521582030132408,-0.09642610777793169,0.4519170337619474,-0.13712557164246567,0.2913696392715448,-0.24201166767250054,0.23325068135744395,-0.4726624638079217,0.3355158551344114,-0.37750724914455086,-0.2901378016960209,-0.7799517164772662,0.0718554019180371,-0.30595874465073275,-0.0030007774859523236,-0.6388662384160816
3497,2,4,moderate,124.60546875,1.6838576858108045,0.9279199500401574,0.012539458784326473,31.875,0.0,-12.040994570312517,3.734765506205884,3.06994748185547,2.5916510196695968,1.1612514235937503,1.8371096236054878,0.0559984913867188,2.15925586823692,-0.03195985595117182,0.9627417276757765,0.08974063837890628,3.7204929201841974,36.5,0.0,0.526051222089844,2.04685396852346,8.318570527343745,2.4961762433993413,-5.3329191210937505,2.2016500040031692,0.022321328792968772,0.31468081466915915,-0.0363131229492189,0.8065246800827753,-0.01180467266015626,0.6666822929979137,34.5625,0.0,11.712190166015617,5.8141120955642736,0.06839455794921884,7.408032031300525,-1.5789465761718744,3.224425781093867,-0.08960665615234371,1.4197061924216834,-0.10958064279296874,0.8234233132871474,-0.033989331849609436,3.099118034631594,-0.23804445474416636,-0.18689789066026877,0.16216139132616322,-0.007311997888557009,-0.5132004526155571,0.05984594405534384,0.12894572332658127,-0.270560104599398,-0.11977172883693252,-0.2873802120884403,-0.23038984805049154,-0.4913143482278756,0.011123565797778859,-0.7993193958068688,-0.13573594319828414,-0.6531333506425883,-0.6545752223023311,0.3913634149586294
14495,7,5,vigorous,113.49343039772728,1.891557173295435,2.3158875057954416,0.03859812509659095,32.5,0.0,-3.723039621093748,10.188184424206563,11.70577886992188,17.22038936560296,-1.367869767265626,4.5278403123832565,0.18630792957031267,2.6576340214652645,0.32170253113281244,2.1159631325906876,-0.03655892220117186,2.8072731491955243,36.7568359375,0.019506820659607595,0.7405001062499993,3.6488226979236913,9.91366041191405,11.646691411727376,-0.6892175744316406,3.454264356788077,0.06407644900390624,0.9043086574128982,0.2427701868554686,1.4060504875834055,-0.00927038568945314,0.6860933389603524,32.0,0.0,14.272592537304687,19.002269975959493,4.774906699023437,16.373748049617145,-4.488212762890624,13.319766853401074,0.2680982352539066,2.850636664020835,-0.2144674279101564,1.4616359156885481,0.17399370195312494,4.399005509957733,-0.22689532377639224,-0.6856012569952278,0.4416698326167747,-0.03351477652464495,0.16749922752085694,-0.24612133215458737,-0.08388944679049222,0.41878114950618556,0.02567259329831428,-0.2655657229546469,0.824690686476465,-0.12134458220322496,-0.004923392242020577,-0.317760688414831,-0.20214809556505994,-0.6602782462720729,-0.5281379104153077,0.4021467409963264
13278,7,17,light,82.513671875,1.3752278645833316,0.4926568857802676,0.008210948096337767,33.8125,0.0,-3.618931869921873,1.935690104712833,0.5429811830273431,2.9078898535336797,8.430228671874996,0.9759242377445994,-0.16325108389980475,0.502348698032349,0.20982604002148433,0.4565874386457355,0.2711689902519536,0.8861003430169025,36.75,0.0,0.18518880503515547,1.393044544089602,9.358609257812496,0.22022062628474673,-3.0925762109374966,0.2642248001282819,0.0032911438007812567,0.06405215125295623,0.03476027233789064,0.09685113217736552,-0.09551041662890618,0.1322621879872006,32.8125,0.0,9.280205859375007,0.11122578704751698,-0.821241449218751,0.1934800832700587,-3.597637744140624,0.3324951695402751,0.007408261543359372,0.061254079573624894,0.007821868395507806,0.04435281145586725,0.009164719418164062,0.04743213791391986,0.43540089521749575,0.03148380011100812,0.09215327488241151,-0.4582193035892714,0.10891364766777174,-0.34286102568985577,-0.27455667275233936,-0.5555537276682337,0.7240614444323247,-0.19672772828189192,0.3159842028015244,-0.38033707985717713,0.2841897633502493,-0.10907844083482288,-0.0717339883968534,-0.17781307578306496,0.23782791024364566,-0.7297711494775752
14969,8,3,light,73.0,1.1060606060606133,0.0,7.327471962526033e-15,34.4375,0.0,-9.275877460937503,0.08282369153739332,1.00623851953125,0.15381603608999025,2.7095876367187506,0.15528634045943024,-0.00875306371257813,0.049172968865836865,0.0026321761992187482,0.025951726808561698,-0.0017956070021874987,0.027531436636410334,37.5625,0.0,-1.1166474726562496,0.108926808454903,9.665873066406254,0.09802783906527833,0.7068358945312498,0.17197227594221895,0.010734738633203133,0.04416427767187063,0.004821644493359381,0.04642227792546431,-0.016413360419726575,0.019973413007030472,34.125,0.0,6.686333203124997,0.07704320077361221,-7.266617031249999,0.08081567299077666,-1.4713469746093766,0.1671177651135632,-0.0009605163591406246,0.03902497943516884,0.0004207127968749994,0.02881659856875574,0.005620003855273431,0.017938404495092222,0.2218176409818551,-0.07745573399259043,0.3440087705709416,0.06991200358615271,0.03185604963750116,0.12782451403769413,0.4682356349213978,-0.29271507132666186,-0.001651328284590486,-0.060776316504732156,0.1656718315480482,0.31175970748789783,-0.2726204960174409,-0.014942822238244011,-0.1916098751444822,-0.261158210881084,0.06695355683729871,0.057684790600931554
10111,5,5,vigorous,157.416015625,2.248800223214273,0.48928058248026046,0.006989722606860832,33.8125,0.0,-4.493177063085934,8.04740791374462,9.519502175839841,15.157396720923247,2.64478867791016,4.397889418485802,0.2195532644140625,1.905970635443748,0.07838263893750007,1.5554716698367541,-0.13974690457031244,2.8437436538805665,36.4375,0.0,0.704484970898438,2.663543525773501,9.41157750800782,10.67619725662105,-2.2994681895898443,2.167226599375901,0.034869992839843794,0.8463928174930344,-0.07398043031250005,1.2262914143198607,-0.031884608027343726,0.5254883396267963,34.0625,0.0,13.913755976757825,11.307227175617662,4.253152527578127,14.499693284541275,-4.93318861775391,5.644266547641753,-0.0758014590957032,1.6567420297937232,-0.06724629386718751,1.173185695440732,0.20180456621093754,4.82234494481431,-0.3606366345872493,0.5702052686789139,-0.1807496588217118,0.2553604151646239,-0.20319482710772363,-0.0800930336686465,-0.22524070235520308,-0.6386997924319932,0.14993239019352034,-0.37842336958673106,0.6645056920268708,-0.3927017170293947,-0.04388924294182946,-0.5639973041908424,-0.0671240565740836,0.3838091318436183,0.9135934896815361,0.379097089899406
4137,2,6,moderate,115.0,1.5540540540540613,0.0,7.327471962526033e-15,29.625,0.0,-5.37498633847656,1.8137630395027824,5.174728224609371,2.387222708490671,6.543009234375007,1.4707311787250659,0.289232003923828,0.4099692035924811,-0.2695593514257813,0.22296278692988497,-0.2483350316015623,0.25474921565021735,34.5,0.0,-0.8509397875781245,0.6914190480858079,2.0701730810937486,0.9330451152083675,-9.952610332031247,1.1296177020424496,-0.039299822261718756,0.28390816616295095,-0.07340306835800778,0.14574478809468264,0.4381734063242189,0.45871353842312623,33.3194580078125,0.019658627000948947,9.539975312988272,3.7721090374817345,1.399763026850781,3.082743594848551,-0.15348314621093756,1.3379155020148372,-0.4111037377148438,0.44587659279312464,-0.07178798601367188,0.38351787894365985,-0.006818137685546779,1.594714649260949,-0.19304450481225893,0.3024422142685481,0.0025343395589430195,0.16615302910856233,-0.2908123993371437,0.23805109748935988,-0.2877489342592742,0.5807778042423409,-0.4199175704833031,-0.1133036043595988,0.13189375344874732,-0.39676281170963934,-0.25305182905894874,-0.07918760585825294,-0.03985804622858516,0.17611281700255205,-0.8521895134525813,-0.3955875526430231
8743,5,17,light,86.51633522727273,1.235947646103893,0.4997330891085249,0.007139044130121743,35.350341796875,0.03054686095098382,-2.2048929757226565,1.736120114257397,7.191808359355469,3.2320324331544987,3.811245311132813,3.923517939277964,-0.06147155327910151,1.8209444747625598,0.04628887293359376,0.6887352298535026,0.20269191095703132,0.610429674469203,37.3948974609375,0.029114985090746854,0.28093322720703134,0.82925950186377,9.49829320312501,0.20114958528237448,-2.7668189550781244,0.3751323019289586,-0.02662858445898439,0.10821804809897,0.015834579960937435,0.3457401635711584,-0.021261210930468753,0.13198723080537408,34.47216796875,0.031062517438611176,9.474438544921886,0.26311882739620424,-1.1457330642578134,0.6507671215951281,-2.6740772171874965,0.9805870009000551,0.006949776413085931,0.41284767804731337,-0.01093035815136718,0.2132177924153995,0.010909305699218752,0.20625139893342218,0.5230887007709368,-0.7991807339576067,-0.6125890996971797,0.032997391920539465,0.2997196341960859,0.09224464156081617,0.2564226450614367,0.2874893795227274,0.632649817014418,-0.6447912911559721,0.3314042812510729,-0.14918771672331513,-0.2503167700930408,-0.3259529908432833,-0.06278588127142828,-0.49833882335196467,0.1531480615679302,-0.6360786383767638
14423,7,6,moderate,121.92578125,2.032096354166659,0.25526298357733174,0.0042543830596221775,32.8125,0.0,-4.653818084960935,3.04383697420414,0.7211900387070312,3.123125762907742,8.521393632812506,2.043460975582599,-0.21420863944140628,0.40996492000924617,-0.0385913644946094,0.18144834693344092,0.1923852116324219,0.2327414283744163,37.875,0.0,0.5989625514804693,0.6452097377666356,7.3554253710937525,1.0441196190602409,-7.099573046875004,1.5515388563351122,-0.014606099533203135,0.3043266074446733,0.16542364414062496,0.20150293208137812,-0.19743362599609374,0.23658504730382726,32.25,0.0,9.32090248496094,3.5127160355903873,1.0568801474609373,2.911066205274191,-3.1152381861914065,1.5019149252002117,0.2971089750046875,0.4090109829947772,0.093614710508789,0.26389146839513555,0.00967778763671871,1.1736703374376167,0.0050127101429372515,0.4316858523951023,-0.11898052152222834,-0.12359630802347238,-0.4953832858979124,0.1737456691099896,-0.029782066775593086,0.3319765401476486,-0.40744517040698425,0.1584847356690814,-0.3727737580252,0.07783996950137902,0.05403750886920497,-0.6884296571909224,-0.2639039093166707,-0.39681413150456046,-0.4518552374085899,0.37345405823348327
2422,2,2,light,77.6953125,1.0499366554054026,0.4564010199157246,0.006167581350212423,33.82958984375,0.027857718409367016,-1.5449332812499987,0.17697923630025333,6.506688632812501,0.15747626492067052,7.027290546875002,0.1513096138139062,0.001171199476562498,0.06885193329126313,-0.001721426876054681,0.119439834264233,-0.011381628152343734,0.12313658674290455,37.3125,0.0,0.7974849753906247,0.18986711295631353,9.291540937499994,0.15159764179418686,-3.5795708593749973,0.19481498120723958,0.005437946304101563,0.057681089038865145,-0.0104940827675781,0.15599853094554264,-0.01097047312402342,0.061646057648763124,34.6875,0.0,9.484225898437494,0.21138689672033165,-2.435107181640623,0.4457371335053681,-1.3174507619140627,0.891342516895877,0.011485116667968724,0.28904622152560044,-0.03054404738671879,0.1491775326823885,0.013118207226562484,0.03766032865897783,0.05080771703841523,-0.24067770424350377,0.05987035033273815,-0.01990751534856157,-0.048226148158415146,0.27513024240837125,0.046175837623286656,-0.0774370456790901,0.31718647607571965,-0.555585954040352,0.8470920451814467,-0.5716305425378514,0.15841312041519326,-0.8132221428285324,-0.2787286245007496,0.689673759884872,0.016710315314542062,-0.17250818255684874
